"","Time","Date","Flags","pm","pmb","avgpm","avgpmb","datetime"
"6634","10:20:00",2022-04-27,"--------","3.34331","1.24296","12.2996","7.67564",2022-04-27 10:20:00
"6635","10:25:00",2022-04-27,"--------","3.83448","-1.7616","12.2996","7.67564",2022-04-27 10:25:00
"6636","10:30:00",2022-04-27,"--------","6.36915","-0.966378","12.2996","7.67564",2022-04-27 10:30:00
"6637","10:35:00",2022-04-27,"--------","7.132","-0.353558","12.2996","7.67564",2022-04-27 10:35:00
"6638","10:40:00",2022-04-27,"--------","6.85271","-0.652012","12.2996","7.67564",2022-04-27 10:40:00
"6639","10:45:00",2022-04-27,"--------","5.1546","1.19114","12.2996","7.67564",2022-04-27 10:45:00
"6640","10:50:00",2022-04-27,"--------","1.17737","-0.267153","12.2996","7.67564",2022-04-27 10:50:00
"6641","10:55:00",2022-04-27,"--------","-2.25261","-1.24714","12.2996","7.67564",2022-04-27 10:55:00
"6642","11:00:00",2022-04-27,"--------","-4.46128","-0.947606","12.2996","7.67564",2022-04-27 11:00:00
"6643","11:05:00",2022-04-27,"--------","-4.35781","-2.48787","12.2996","7.67564",2022-04-27 11:05:00
"6644","11:10:00",2022-04-27,"--------","-4.69609","-0.892025","12.2996","7.67564",2022-04-27 11:10:00
"6645","11:15:00",2022-04-27,"--------","-3.35778","-1.74582","12.2996","7.67564",2022-04-27 11:15:00
"6646","11:20:00",2022-04-27,"--------","-0.25785","-0.350394","12.2996","7.67564",2022-04-27 11:20:00
"6647","11:25:00",2022-04-27,"--------","-3.15912","0.34573","12.2996","7.67564",2022-04-27 11:25:00
"6648","11:30:00",2022-04-27,"--------","-1.88094","-0.855448","12.2996","7.67564",2022-04-27 11:30:00
"6649","11:35:00",2022-04-27,"--------","3.68086","0.81335","12.2996","7.67564",2022-04-27 11:35:00
"6650","11:40:00",2022-04-27,"--------","2.23297","1.78583","12.2996","7.67564",2022-04-27 11:40:00
"6651","11:45:00",2022-04-27,"--------","2.45574","2.29344","12.2996","7.67564",2022-04-27 11:45:00
"6652","11:50:00",2022-04-27,"--------","3.25884","-2.77892","12.2996","7.67564",2022-04-27 11:50:00
"6653","11:55:00",2022-04-27,"--------","6.65414","-4.87727","12.2996","7.67564",2022-04-27 11:55:00
"6654","12:00:00",2022-04-27,"--------","6.65373","-0.042827","12.2996","7.67564",2022-04-27 12:00:00
"6655","12:05:00",2022-04-27,"--------","14.1554","10.2045","12.2996","7.67564",2022-04-27 12:05:00
"6656","12:10:00",2022-04-27,"--------","19.8176","23.8374","12.2996","7.67564",2022-04-27 12:10:00
"6657","12:15:00",2022-04-27,"--------","28.5893","28.6394","12.2996","7.67564",2022-04-27 12:15:00
"6658","12:20:00",2022-04-27,"--------","35.9013","34.3451","12.2996","7.67564",2022-04-27 12:20:00
"6659","12:25:00",2022-04-27,"--------","40.2849","33.7543","12.2996","7.67564",2022-04-27 12:25:00
"6660","12:30:00",2022-04-27,"--------","37.9642","31.2636","12.2996","7.67564",2022-04-27 12:30:00
"6661","12:35:00",2022-04-27,"--------","35.1266","29.7396","12.2996","7.67564",2022-04-27 12:35:00
"6662","12:40:00",2022-04-27,"--------","33.6831","25.2751","12.2996","7.67564",2022-04-27 12:40:00
"6663","12:45:00",2022-04-27,"--------","32.4214","23.1461","12.2996","7.67564",2022-04-27 12:45:00
"6664","12:50:00",2022-04-27,"--------","28.713","21.0015","12.2996","7.67564",2022-04-27 12:50:00
"6665","12:55:00",2022-04-27,"--------","24.3928","18.7187","12.2996","7.67564",2022-04-27 12:55:00
"6666","13:00:00",2022-04-27,"--------","20.445","15.0028","12.2996","7.67564",2022-04-27 13:00:00
"6667","13:05:00",2022-04-27,"--------","18.9774","11.3437","12.2996","7.67564",2022-04-27 13:05:00
"6668","13:10:00",2022-04-27,"--------","18.1546","10.4459","12.2996","7.67564",2022-04-27 13:10:00
"6669","13:15:00",2022-04-27,"--------","17.5304","9.02566","12.2996","7.67564",2022-04-27 13:15:00
"6670","13:20:00",2022-04-27,"--------","18.0754","6.46051","12.2996","7.67564",2022-04-27 13:20:00
"6671","13:25:00",2022-04-27,"--------","18.8644","0.825179","12.2996","7.67564",2022-04-27 13:25:00
"6672","13:30:00",2022-04-27,"--------","15.7449","1.24717","12.2996","7.67564",2022-04-27 13:30:00
"6673","13:35:00",2022-04-27,"--------","14.5643","5.49963","12.2996","7.67564",2022-04-27 13:35:00
"6674","13:40:00",2022-04-27,"--------","16.2416","10.387","12.2996","7.67564",2022-04-27 13:40:00
"6675","13:45:00",2022-04-27,"--------","14.5136","6.84296","12.2996","7.67564",2022-04-27 13:45:00
"6676","13:50:00",2022-04-27,"--------","14.1495","4.63091","12.2996","7.67564",2022-04-27 13:50:00
"6677","13:55:00",2022-04-27,"--------","14.0866","5.08066","12.2996","7.67564",2022-04-27 13:55:00
"6678","14:00:00",2022-04-27,"--------","13.4165","7.82849","12.2996","7.67564",2022-04-27 14:00:00
"6679","14:05:00",2022-04-27,"--------","13.3989","2.57537","12.2996","7.67564",2022-04-27 14:05:00
"6680","14:10:00",2022-04-27,"--------","10.4779","-2.15403","12.2996","7.67564",2022-04-27 14:10:00
"6681","14:15:00",2022-04-27,"--------","8.46739","-2.21134","12.2996","7.67564",2022-04-27 14:15:00
"6682","14:20:00",2022-04-27,"--------","11.5441","1.04708","12.2996","7.67564",2022-04-27 14:20:00
"6683","14:25:00",2022-04-27,"--------","10.4941","2.83418","12.2996","7.67564",2022-04-27 14:25:00
"6684","14:30:00",2022-04-27,"--------","13.2609","2.22888","12.2996","7.67564",2022-04-27 14:30:00
"6685","14:35:00",2022-04-27,"--------","17.0466","2.56677","12.2996","7.67564",2022-04-27 14:35:00
"6686","14:40:00",2022-04-27,"--------","19.6936","6.98015","12.2996","7.67564",2022-04-27 14:40:00
"6687","14:45:00",2022-04-27,"--------","19.8244","7.85848","12.2996","7.67564",2022-04-27 14:45:00
"6688","14:50:00",2022-04-27,"--------","19.1913","9.7348","12.2996","7.67564",2022-04-27 14:50:00
"6689","14:55:00",2022-04-27,"--------","17.1871","9.8559","12.2996","7.67564",2022-04-27 14:55:00
"6690","15:00:00",2022-04-27,"--------","17.9314","7.37636","12.2996","7.67564",2022-04-27 15:00:00
"6691","15:05:00",2022-04-27,"--------","13.8342","4.30654","12.2996","7.67564",2022-04-27 15:05:00
"6692","15:10:00",2022-04-27,"--------","13.1696","2.50056","12.2996","7.67564",2022-04-27 15:10:00
"6693","15:15:00",2022-04-27,"--------","11.1608","4.53441","12.2996","7.67564",2022-04-27 15:15:00
"6694","15:20:00",2022-04-27,"--------","8.10242","5.11376","12.2996","7.67564",2022-04-27 15:20:00
"6695","15:25:00",2022-04-27,"--------","7.19785","5.62659","12.2996","7.67564",2022-04-27 15:25:00
"6696","15:30:00",2022-04-27,"--------","10.9902","4.28144","12.2996","7.67564",2022-04-27 15:30:00
"6697","15:35:00",2022-04-27,"--------","17.6358","5.01109","12.2996","7.67564",2022-04-27 15:35:00
"6698","15:40:00",2022-04-27,"--------","15.7235","7.93177","12.2996","7.67564",2022-04-27 15:40:00
"6699","15:45:00",2022-04-27,"--------","16.7253","10.4607","12.2996","7.67564",2022-04-27 15:45:00
"6700","15:50:00",2022-04-27,"--------","15.7051","11.1075","12.2996","7.67564",2022-04-27 15:50:00
"6701","15:55:00",2022-04-27,"--------","17.2499","8.44366","12.2996","7.67564",2022-04-27 15:55:00
"6702","16:00:00",2022-04-27,"--------","17.5438","7.45853","12.2996","7.67564",2022-04-27 16:00:00
"6703","16:05:00",2022-04-27,"--------","16.9813","7.1145","12.2996","7.67564",2022-04-27 16:05:00
"6704","16:10:00",2022-04-27,"--------","16.9813","7.1145","12.2996","7.67564",2022-04-27 16:10:00
"6705","16:15:00",2022-04-27,"--------","16.9812","7.11447","12.2996","7.67564",2022-04-27 16:15:00
"6706","16:20:00",2022-04-27,"--------","17.6552","5.20344","12.2996","7.67564",2022-04-27 16:20:00
"6707","16:25:00",2022-04-27,"--------","16.7156","0.580552","12.2996","7.67564",2022-04-27 16:25:00
"6708","16:30:00",2022-04-27,"--------","16.3771","-1.24356","12.2996","7.67564",2022-04-27 16:30:00
"6709","16:35:00",2022-04-27,"--------","15.3508","1.02198","12.2996","7.67564",2022-04-27 16:35:00
"6710","16:40:00",2022-04-27,"--------","16.1242","2.04284","12.2996","7.67564",2022-04-27 16:40:00
"6711","16:45:00",2022-04-27,"--------","15.4875","3.70389","12.2996","7.67564",2022-04-27 16:45:00
"6712","16:50:00",2022-04-27,"--------","13.7113","4.23709","12.2996","7.67564",2022-04-27 16:50:00
"6713","16:55:00",2022-04-27,"--------","17.4027","7.68302","12.2996","7.67564",2022-04-27 16:55:00
"6714","17:00:00",2022-04-27,"--------","18.6806","10.6949","12.2996","7.67564",2022-04-27 17:00:00
"6715","17:05:00",2022-04-27,"--------","17.2661","9.7518","12.2996","7.67564",2022-04-27 17:05:00
"6716","17:10:00",2022-04-27,"--------","15.6086","11.772","12.2996","7.67564",2022-04-27 17:10:00
"6717","17:15:00",2022-04-27,"--------","12.9568","9.66903","12.2996","7.67564",2022-04-27 17:15:00
"6718","17:20:00",2022-04-27,"--------","13.6452","8.3636","12.2996","7.67564",2022-04-27 17:20:00
"6719","17:25:00",2022-04-27,"--------","16.3014","8.48169","12.2996","7.67564",2022-04-27 17:25:00
"6720","17:30:00",2022-04-27,"--------","17.1028","6.47201","12.2996","7.67564",2022-04-27 17:30:00
"6721","17:35:00",2022-04-27,"--------","16.8827","6.97072","12.2996","7.67564",2022-04-27 17:35:00
"6722","17:40:00",2022-04-27,"--------","13.3308","7.02956","12.2996","7.67564",2022-04-27 17:40:00
"6723","17:45:00",2022-04-27,"--------","11.3232","7.16195","12.2996","7.67564",2022-04-27 17:45:00
"6724","17:50:00",2022-04-27,"--------","11.7404","8.49222","12.2996","7.67564",2022-04-27 17:50:00
"6725","17:55:00",2022-04-27,"--------","13.1628","7.36905","12.2996","7.67564",2022-04-27 17:55:00
"6726","18:00:00",2022-04-27,"--------","15.6204","8.8643","12.2996","7.67564",2022-04-27 18:00:00
"6727","18:05:00",2022-04-27,"--------","18.2674","8.51802","12.2996","7.67564",2022-04-27 18:05:00
"6728","18:10:00",2022-04-27,"--------","21.6445","10.4403","12.2996","7.67564",2022-04-27 18:10:00
"6729","18:15:00",2022-04-27,"--------","24.7338","14.0699","12.2996","7.67564",2022-04-27 18:15:00
"6730","18:20:00",2022-04-27,"--------","24.5533","10.219","12.2996","7.67564",2022-04-27 18:20:00
"6731","18:25:00",2022-04-27,"--------","22.462","8.84","12.2996","7.67564",2022-04-27 18:25:00
"6732","18:30:00",2022-04-27,"--------","20.9083","9.16987","12.2996","7.67564",2022-04-27 18:30:00
"6733","18:35:00",2022-04-27,"--------","19.9595","11.0858","12.2996","7.67564",2022-04-27 18:35:00
"6734","18:40:00",2022-04-27,"--------","17.2675","12.2522","12.2996","7.67564",2022-04-27 18:40:00
"6735","18:45:00",2022-04-27,"--------","18.5913","10.3102","12.2996","7.67564",2022-04-27 18:45:00
"6736","18:50:00",2022-04-27,"--------","23.3291","10.8589","12.2996","7.67564",2022-04-27 18:50:00
"6737","18:55:00",2022-04-27,"--------","21.6571","12.5997","12.2996","7.67564",2022-04-27 18:55:00
"6738","19:00:00",2022-04-27,"--------","20.0837","15.8832","12.2996","7.67564",2022-04-27 19:00:00
"6739","19:05:00",2022-04-27,"--------","25.5424","15.5411","12.2996","7.67564",2022-04-27 19:05:00
"6740","19:10:00",2022-04-27,"--------","24.3836","14.1367","12.2996","7.67564",2022-04-27 19:10:00
"6741","19:15:00",2022-04-27,"--------","19.9743","11.1734","12.2996","7.67564",2022-04-27 19:15:00
"6742","19:20:00",2022-04-27,"--------","18.0685","5.17284","12.2996","7.67564",2022-04-27 19:20:00
"6743","19:25:00",2022-04-27,"--------","16.5286","3.47657","12.2996","7.67564",2022-04-27 19:25:00
"6744","19:30:00",2022-04-27,"--------","13.2399","3.51383","12.2996","7.67564",2022-04-27 19:30:00
"6745","19:35:00",2022-04-27,"--------","9.8505","3.4796","12.2996","7.67564",2022-04-27 19:35:00
"6746","19:40:00",2022-04-27,"--------","10.8621","2.30501","12.2996","7.67564",2022-04-27 19:40:00
"6747","19:45:00",2022-04-27,"--------","9.49738","1.27753","12.2996","7.67564",2022-04-27 19:45:00
"6748","19:50:00",2022-04-27,"--------","9.62475","-0.466352","12.2996","7.67564",2022-04-27 19:50:00
"6749","19:55:00",2022-04-27,"--------","15.4782","2.79933","12.2996","7.67564",2022-04-27 19:55:00
"6750","20:00:00",2022-04-27,"--------","19.0585","5.50435","12.2996","7.67564",2022-04-27 20:00:00
"6751","20:05:00",2022-04-27,"--------","20.7981","6.82906","12.2996","7.67564",2022-04-27 20:05:00
"6752","20:10:00",2022-04-27,"--------","19.9098","8.51974","12.2996","7.67564",2022-04-27 20:10:00
"6753","20:15:00",2022-04-27,"--------","19.6139","8.80397","12.2996","7.67564",2022-04-27 20:15:00
"6754","20:20:00",2022-04-27,"--------","19.2735","12.2279","12.2996","7.67564",2022-04-27 20:20:00
"6755","20:25:00",2022-04-27,"--------","18.4278","14.6383","12.2996","7.67564",2022-04-27 20:25:00
"6756","20:30:00",2022-04-27,"--------","20.6995","14.0968","12.2996","7.67564",2022-04-27 20:30:00
"6757","20:35:00",2022-04-27,"--------","22.9387","11.8329","12.2996","7.67564",2022-04-27 20:35:00
"6758","20:40:00",2022-04-27,"--------","24.9054","11.0673","12.2996","7.67564",2022-04-27 20:40:00
"6759","20:45:00",2022-04-27,"--------","23.2076","9.55171","12.2996","7.67564",2022-04-27 20:45:00
"6760","20:50:00",2022-04-27,"--------","22.4693","10.149","12.2996","7.67564",2022-04-27 20:50:00
"6761","20:55:00",2022-04-27,"--------","21.6954","11.3156","12.2996","7.67564",2022-04-27 20:55:00
"6762","21:00:00",2022-04-27,"--------","17.2832","12.0329","12.2996","7.67564",2022-04-27 21:00:00
"6763","21:05:00",2022-04-27,"--------","16.3326","10.1222","12.2996","7.67564",2022-04-27 21:05:00
"6764","21:10:00",2022-04-27,"--------","17.14","7.89319","12.2996","7.67564",2022-04-27 21:10:00
"6765","21:15:00",2022-04-27,"--------","17.0992","6.70382","12.2996","7.67564",2022-04-27 21:15:00
"6766","21:20:00",2022-04-27,"--------","14.5749","6.77933","12.2996","7.67564",2022-04-27 21:20:00
"6767","21:25:00",2022-04-27,"--------","15.4092","7.10515","12.2996","7.67564",2022-04-27 21:25:00
"6768","21:30:00",2022-04-27,"--------","19.0835","6.059","12.2996","7.67564",2022-04-27 21:30:00
"6769","21:35:00",2022-04-27,"--------","22.7477","2.83855","12.2996","7.67564",2022-04-27 21:35:00
"6770","21:40:00",2022-04-27,"--------","21.1717","4.146","12.2996","7.67564",2022-04-27 21:40:00
"6771","21:45:00",2022-04-27,"--------","18.7047","7.88174","12.2996","7.67564",2022-04-27 21:45:00
"6772","21:50:00",2022-04-27,"--------","16.95","9.39883","12.2996","7.67564",2022-04-27 21:50:00
"6773","21:55:00",2022-04-27,"--------","16.3522","12.2196","12.2996","7.67564",2022-04-27 21:55:00
"6774","22:00:00",2022-04-27,"--------","14.4962","13.074","12.2996","7.67564",2022-04-27 22:00:00
"6775","22:05:00",2022-04-27,"--------","15.0704","10.9681","12.2996","7.67564",2022-04-27 22:05:00
"6776","22:10:00",2022-04-27,"--------","16.4391","8.05993","12.2996","7.67564",2022-04-27 22:10:00
"6777","22:15:00",2022-04-27,"--------","19.5859","7.81167","12.2996","7.67564",2022-04-27 22:15:00
"6778","22:20:00",2022-04-27,"--------","20.7401","7.8216","12.2996","7.67564",2022-04-27 22:20:00
"6779","22:25:00",2022-04-27,"--------","18.5104","3.03373","12.2996","7.67564",2022-04-27 22:25:00
"6780","22:30:00",2022-04-27,"--------","18.8974","0.660138","12.2996","7.67564",2022-04-27 22:30:00
"6781","22:35:00",2022-04-27,"--------","17.778","-0.292479","12.2996","7.67564",2022-04-27 22:35:00
"6782","22:40:00",2022-04-27,"--------","18.782","3.05598","12.2996","7.67564",2022-04-27 22:40:00
"6783","22:45:00",2022-04-27,"--------","18.3127","3.79986","12.2996","7.67564",2022-04-27 22:45:00
"6784","22:50:00",2022-04-27,"--------","19.661","3.81256","12.2996","7.67564",2022-04-27 22:50:00
"6785","22:55:00",2022-04-27,"--------","18.0953","4.16208","12.2996","7.67564",2022-04-27 22:55:00
"6786","23:00:00",2022-04-27,"--------","18.9611","6.97661","12.2996","7.67564",2022-04-27 23:00:00
"6787","23:05:00",2022-04-27,"--------","18.1141","8.84111","12.2996","7.67564",2022-04-27 23:05:00
"6788","23:10:00",2022-04-27,"--------","16.7345","10.9479","12.2996","7.67564",2022-04-27 23:10:00
"6789","23:15:00",2022-04-27,"--------","15.823","12.7332","12.2996","7.67564",2022-04-27 23:15:00
"6790","23:20:00",2022-04-27,"--------","15.6833","12.8291","12.2996","7.67564",2022-04-27 23:20:00
"6791","23:25:00",2022-04-27,"--------","17.6937","7.26971","12.2996","7.67564",2022-04-27 23:25:00
"6792","23:30:00",2022-04-27,"--------","20.9301","4.73979","12.2996","7.67564",2022-04-27 23:30:00
"6793","23:35:00",2022-04-27,"--------","20.0499","3.79295","12.2996","7.67564",2022-04-27 23:35:00
"6794","23:40:00",2022-04-27,"--------","18.4908","3.99226","12.2996","7.67564",2022-04-27 23:40:00
"6795","23:45:00",2022-04-27,"--------","19.5748","4.83342","12.2996","7.67564",2022-04-27 23:45:00
"6796","23:50:00",2022-04-27,"--------","17.1144","7.47035","12.2996","7.67564",2022-04-27 23:50:00
"6797","23:55:00",2022-04-27,"--------","12.1785","6.44986","12.2996","7.67564",2022-04-27 23:55:00
"6798","00:00:00",2022-04-28,"--------","12.7715","8.09703","12.3047","7.67234",2022-04-28 00:00:00
"6799","00:05:00",2022-04-28,"--------","14.4922","8.13999","13.8139","6.68606",2022-04-28 00:05:00
"6800","00:10:00",2022-04-28,"--------","14.4922","8.13999","13.8139","6.68606",2022-04-28 00:10:00
"6801","00:15:00",2022-04-28,"--------","14.4922","8.13998","13.8139","6.68606",2022-04-28 00:15:00
"6802","00:20:00",2022-04-28,"--------","15.5393","7.86429","13.8139","6.68606",2022-04-28 00:20:00
"6803","00:25:00",2022-04-28,"--------","15.9296","7.35079","13.8139","6.68606",2022-04-28 00:25:00
"6804","00:30:00",2022-04-28,"--------","17.3282","10.154","13.8139","6.68606",2022-04-28 00:30:00
"6805","00:35:00",2022-04-28,"--------","20.2453","10.572","13.8139","6.68606",2022-04-28 00:35:00
"6806","00:40:00",2022-04-28,"--------","20.2223","11.0913","13.8139","6.68606",2022-04-28 00:40:00
"6807","00:45:00",2022-04-28,"--------","18.06","12.5465","13.8139","6.68606",2022-04-28 00:45:00
"6808","00:50:00",2022-04-28,"--------","18.3783","9.14633","13.8139","6.68606",2022-04-28 00:50:00
"6809","00:55:00",2022-04-28,"--------","20.1544","6.46738","13.8139","6.68606",2022-04-28 00:55:00
"6810","01:00:00",2022-04-28,"--------","19.4267","6.01471","13.8139","6.68606",2022-04-28 01:00:00
"6811","01:05:00",2022-04-28,"--------","18.5259","6.68729","13.8139","6.68606",2022-04-28 01:05:00
"6812","01:10:00",2022-04-28,"--------","18.4318","9.5658","13.8139","6.68606",2022-04-28 01:10:00
"6813","01:15:00",2022-04-28,"--------","17.7244","7.01562","13.8139","6.68606",2022-04-28 01:15:00
"6814","01:20:00",2022-04-28,"--------","16.6546","3.61208","13.8139","6.68606",2022-04-28 01:20:00
"6815","01:25:00",2022-04-28,"--------","16.1112","3.37961","13.8139","6.68606",2022-04-28 01:25:00
"6816","01:30:00",2022-04-28,"--------","19.6492","3.58161","13.8139","6.68606",2022-04-28 01:30:00
"6817","01:35:00",2022-04-28,"--------","21.4769","5.42275","13.8139","6.68606",2022-04-28 01:35:00
"6818","01:40:00",2022-04-28,"--------","20.4974","7.15736","13.8139","6.68606",2022-04-28 01:40:00
"6819","01:45:00",2022-04-28,"--------","18.609","9.70163","13.8139","6.68606",2022-04-28 01:45:00
"6820","01:50:00",2022-04-28,"--------","18.109","6.88156","13.8139","6.68606",2022-04-28 01:50:00
"6821","01:55:00",2022-04-28,"--------","20.3301","3.76184","13.8139","6.68606",2022-04-28 01:55:00
"6822","02:00:00",2022-04-28,"--------","18.2919","4.39724","13.8139","6.68606",2022-04-28 02:00:00
"6823","02:05:00",2022-04-28,"--------","15.9055","8.88677","13.8139","6.68606",2022-04-28 02:05:00
"6824","02:10:00",2022-04-28,"--------","17.1603","9.30998","13.8139","6.68606",2022-04-28 02:10:00
"6825","02:15:00",2022-04-28,"--------","15.3013","13.3982","13.8139","6.68606",2022-04-28 02:15:00
"6826","02:20:00",2022-04-28,"--------","15.4347","15.0745","13.8139","6.68606",2022-04-28 02:20:00
"6827","02:25:00",2022-04-28,"--------","12.8865","14.9011","13.8139","6.68606",2022-04-28 02:25:00
"6828","02:30:00",2022-04-28,"--------","11.5628","11.9586","13.8139","6.68606",2022-04-28 02:30:00
"6829","02:35:00",2022-04-28,"--------","10.3747","7.74376","13.8139","6.68606",2022-04-28 02:35:00
"6830","02:40:00",2022-04-28,"--------","10.5918","5.1675","13.8139","6.68606",2022-04-28 02:40:00
"6831","02:45:00",2022-04-28,"--------","10.9235","4.41259","13.8139","6.68606",2022-04-28 02:45:00
"6832","02:50:00",2022-04-28,"--------","10.6649","3.69431","13.8139","6.68606",2022-04-28 02:50:00
"6833","02:55:00",2022-04-28,"--------","11.2655","3.60884","13.8139","6.68606",2022-04-28 02:55:00
"6834","03:00:00",2022-04-28,"--------","9.49858","4.17913","13.8139","6.68606",2022-04-28 03:00:00
"6835","03:05:00",2022-04-28,"--------","8.65825","9.27541","13.8139","6.68606",2022-04-28 03:05:00
"6836","03:10:00",2022-04-28,"--------","8.03593","10.0167","13.8139","6.68606",2022-04-28 03:10:00
"6837","03:15:00",2022-04-28,"--------","5.46184","8.25799","13.8139","6.68606",2022-04-28 03:15:00
"6838","03:20:00",2022-04-28,"--------","6.13201","7.99205","13.8139","6.68606",2022-04-28 03:20:00
"6839","03:25:00",2022-04-28,"--------","8.59355","6.28493","13.8139","6.68606",2022-04-28 03:25:00
"6840","03:30:00",2022-04-28,"--------","11.2053","3.97013","13.8139","6.68606",2022-04-28 03:30:00
"6841","03:35:00",2022-04-28,"--------","13.3686","3.93525","13.8139","6.68606",2022-04-28 03:35:00
"6842","03:40:00",2022-04-28,"--------","11.8911","2.41454","13.8139","6.68606",2022-04-28 03:40:00
"6843","03:45:00",2022-04-28,"--------","9.31892","2.22037","13.8139","6.68606",2022-04-28 03:45:00
"6844","03:50:00",2022-04-28,"--------","8.59754","1.98189","13.8139","6.68606",2022-04-28 03:50:00
"6845","03:55:00",2022-04-28,"--------","7.60982","3.44997","13.8139","6.68606",2022-04-28 03:55:00
"6846","04:00:00",2022-04-28,"--------","7.61603","2.59025","13.8139","6.68606",2022-04-28 04:00:00
"6847","04:05:00",2022-04-28,"--------","3.20578","4.59805","13.8139","6.68606",2022-04-28 04:05:00
"6848","04:10:00",2022-04-28,"--------","0.836132","7.37423","13.8139","6.68606",2022-04-28 04:10:00
"6849","04:15:00",2022-04-28,"--------","3.58156","9.5076","13.8139","6.68606",2022-04-28 04:15:00
"6850","04:20:00",2022-04-28,"--------","5.82179","5.51406","13.8139","6.68606",2022-04-28 04:20:00
"6851","04:25:00",2022-04-28,"--------","6.34117","1.97574","13.8139","6.68606",2022-04-28 04:25:00
"6852","04:30:00",2022-04-28,"--------","8.15788","1.53058","13.8139","6.68606",2022-04-28 04:30:00
"6853","04:35:00",2022-04-28,"--------","9.2018","6.50324","13.8139","6.68606",2022-04-28 04:35:00
"6854","04:40:00",2022-04-28,"--------","7.17545","7.66624","13.8139","6.68606",2022-04-28 04:40:00
"6855","04:45:00",2022-04-28,"--------","6.11768","1.4435","13.8139","6.68606",2022-04-28 04:45:00
"6856","04:50:00",2022-04-28,"--------","4.10704","5.26976","13.8139","6.68606",2022-04-28 04:50:00
"6857","04:55:00",2022-04-28,"--------","4.2535","8.03975","13.8139","6.68606",2022-04-28 04:55:00
"6858","05:00:00",2022-04-28,"--------","2.82104","5.69326","13.8139","6.68606",2022-04-28 05:00:00
"6859","05:05:00",2022-04-28,"--------","2.73751","4.86036","13.8139","6.68606",2022-04-28 05:05:00
"6860","05:10:00",2022-04-28,"--------","5.66037","1.10009","13.8139","6.68606",2022-04-28 05:10:00
"6861","05:15:00",2022-04-28,"--------","7.07734","0.561108","13.8139","6.68606",2022-04-28 05:15:00
"6862","05:20:00",2022-04-28,"--------","6.54426","2.83031","13.8139","6.68606",2022-04-28 05:20:00
"6863","05:25:00",2022-04-28,"--------","7.77554","0.327668","13.8139","6.68606",2022-04-28 05:25:00
"6864","05:30:00",2022-04-28,"--------","6.15137","-2.06028","13.8139","6.68606",2022-04-28 05:30:00
"6865","05:35:00",2022-04-28,"--------","5.52012","-1.93262","13.8139","6.68606",2022-04-28 05:35:00
"6866","05:40:00",2022-04-28,"--------","4.96151","0.520413","13.8139","6.68606",2022-04-28 05:40:00
"6867","05:45:00",2022-04-28,"--------","4.19403","2.30433","13.8139","6.68606",2022-04-28 05:45:00
"6868","05:50:00",2022-04-28,"--------","3.62369","3.5756","13.8139","6.68606",2022-04-28 05:50:00
"6869","05:55:00",2022-04-28,"--------","4.65988","3.99516","13.8139","6.68606",2022-04-28 05:55:00
"6870","06:00:00",2022-04-28,"--------","7.25747","3.79538","13.8139","6.68606",2022-04-28 06:00:00
"6871","06:05:00",2022-04-28,"--------","7.12161","4.81281","13.8139","6.68606",2022-04-28 06:05:00
"6872","06:10:00",2022-04-28,"--------","5.67685","0.827989","13.8139","6.68606",2022-04-28 06:10:00
"6873","06:15:00",2022-04-28,"--------","7.85316","0.955933","13.8139","6.68606",2022-04-28 06:15:00
"6874","06:20:00",2022-04-28,"--------","7.06802","1.59559","13.8139","6.68606",2022-04-28 06:20:00
"6875","06:25:00",2022-04-28,"--------","7.94236","6.4347","13.8139","6.68606",2022-04-28 06:25:00
"6876","06:30:00",2022-04-28,"--------","8.48752","5.47275","13.8139","6.68606",2022-04-28 06:30:00
"6877","06:35:00",2022-04-28,"--------","6.24477","4.27341","13.8139","6.68606",2022-04-28 06:35:00
"6878","06:40:00",2022-04-28,"--------","7.57882","4.3042","13.8139","6.68606",2022-04-28 06:40:00
"6879","06:45:00",2022-04-28,"--------","11.2252","0.628239","13.8139","6.68606",2022-04-28 06:45:00
"6880","06:50:00",2022-04-28,"--------","13.8259","0.609387","13.8139","6.68606",2022-04-28 06:50:00
"6881","06:55:00",2022-04-28,"--------","14.1644","2.33989","13.8139","6.68606",2022-04-28 06:55:00
"6882","07:00:00",2022-04-28,"--------","13.4162","5.02807","13.8139","6.68606",2022-04-28 07:00:00
"6883","07:05:00",2022-04-28,"--------","12.9261","3.79515","13.8139","6.68606",2022-04-28 07:05:00
"6884","07:10:00",2022-04-28,"--------","9.28356","2.20002","13.8139","6.68606",2022-04-28 07:10:00
"6885","07:15:00",2022-04-28,"--------","10.1863","3.11069","13.8139","6.68606",2022-04-28 07:15:00
"6886","07:20:00",2022-04-28,"--------","12.2741","1.75478","13.8139","6.68606",2022-04-28 07:20:00
"6887","07:25:00",2022-04-28,"--------","13.5878","2.71622","13.8139","6.68606",2022-04-28 07:25:00
"6888","07:30:00",2022-04-28,"--------","11.5154","4.42617","13.8139","6.68606",2022-04-28 07:30:00
"6889","07:35:00",2022-04-28,"--------","11.4482","8.10981","13.8139","6.68606",2022-04-28 07:35:00
"6890","07:40:00",2022-04-28,"--------","12.6094","8.80826","13.8139","6.68606",2022-04-28 07:40:00
"6891","07:45:00",2022-04-28,"--------","10.7676","9.98652","13.8139","6.68606",2022-04-28 07:45:00
